Latitude,Longitude,Accident Frequency,Accident Severity,Road Type,Road Condition,Weather,Lighting,Speed Limit (km/h),Traffic Volume (vehicles/day),Road Curvature,Elevation & Gradient,Intersections,Pedestrian Activity,Road Signage,Guardrails,Accident Prone
-16.782807,30.964981,14,3,Urban Road,Fair,Rainy,Night,50,21461,Gentle,Low,0,Low,Absent,Present,1
-17.869667,32.305143,5,2,Urban Road,Fair,Clear,Day,100,2602,Moderate,Low,1,Medium,Absent,Present,0
-17.93251,32.112144,11,5,Urban Road,Good,Clear,Day,70,7803,Straight,Low,1,Medium,Present,Present,1
-18.140603,31.205085,16,3,Rural Road,Fair,Clear,Day,100,15525,Straight,High,1,Low,Present,Present,1
-16.681116,30.986687,12,2,Urban Road,Fair,Rainy,Night,110,6198,Straight,Medium,4,Medium,Present,Present,1
-16.901888,31.940162,14,5,Highway,Fair,Clear,Day,90,17954,Gentle,Low,5,Low,Present,Present,1
-17.630954,31.340763,9,3,Urban Road,Fair,Clear,Day,70,9089,Moderate,Medium,5,Low,Present,Absent,0
-16.69132,31.618752,11,4,Highway,Good,Clear,Day,100,15282,Straight,Medium,1,Low,Present,Absent,1
-16.87834,30.811641,6,4,Highway,Fair,Clear,Day,100,18410,Moderate,Low,5,Low,Present,Present,1
-16.580062,30.502067,11,1,Highway,Good,Rainy,Night,100,22768,Straight,Medium,1,Medium,Present,Present,1
-18.496381,30.888638,13,1,Rural Road,Poor,Clear,Day,60,12105,Straight,High,5,Medium,Absent,Present,1
-16.553734,30.52013,12,1,Rural Road,Good,Clear,Night,90,4246,Straight,Medium,0,Medium,Absent,Absent,0
-17.921093,32.088421,9,1,Urban Road,Fair,Clear,Day,50,4481,Straight,Low,1,Low,Present,Present,0
-17.555311,31.326736,8,3,Urban Road,Good,Clear,Day,50,6389,Straight,Low,1,Medium,Present,Present,0
-18.413078,31.741582,11,5,Highway,Good,Clear,Night,90,27339,Moderate,High,1,Low,Present,Absent,1
-16.712703,31.495126,15,2,Highway,Poor,Rainy,Day,90,2207,Moderate,High,0,High,Present,Present,1
-18.164437,32.444266,14,3,Urban Road,Good,Rainy,Night,120,7198,Straight,Low,3,Low,Present,Present,1
-16.67486,31.544516,11,3,Rural Road,Fair,Clear,Day,80,8223,Moderate,Medium,4,Low,Present,Absent,0
-17.101687,32.050513,12,3,Highway,Good,Clear,Night,80,6828,Straight,Medium,1,High,Present,Present,0
-18.031228,31.57015,13,5,Rural Road,Good,Rainy,Day,60,2837,Moderate,Low,5,Low,Absent,Present,1
-17.630363,31.206877,15,4,Urban Road,Good,Clear,Day,70,9711,Straight,Low,4,Medium,Absent,Absent,1
-17.670886,31.450009,13,5,Rural Road,Good,Clear,Day,120,15492,Moderate,High,0,Low,Present,Absent,1
-16.564403,31.553766,10,1,Highway,Good,Clear,Day,60,5186,Straight,Medium,0,Low,Absent,Absent,0
-17.546134,32.152424,7,2,Urban Road,Good,Clear,Night,90,8754,Moderate,Medium,1,Low,Present,Present,0
-17.764172,32.13068,12,1,Urban Road,Fair,Rainy,Night,60,14527,Gentle,Medium,2,Medium,Present,Present,1
-17.97093,30.844028,19,5,Urban Road,Fair,Clear,Day,60,28389,Moderate,Medium,1,Medium,Present,Present,1
-17.107807,31.527019,15,5,Highway,Fair,Rainy,Day,120,25971,Gentle,High,0,Medium,Present,Present,1
-17.162153,30.807915,11,3,Urban Road,Poor,Clear,Day,50,2802,Straight,Medium,1,Low,Present,Present,0
-18.375701,30.724993,5,4,Highway,Good,Clear,Night,80,29450,Straight,Medium,4,High,Present,Present,1
-17.069969,32.117937,10,3,Urban Road,Fair,Rainy,Day,90,23346,Straight,Low,5,Low,Absent,Absent,0
-18.166753,30.639039,9,1,Urban Road,Good,Clear,Day,80,6139,Straight,Low,5,Medium,Present,Absent,0
-18.301443,31.903518,9,1,Rural Road,Good,Rainy,Night,50,24826,Straight,Medium,4,Medium,Present,Absent,1
-17.545277,32.031977,6,5,Urban Road,Fair,Rainy,Day,70,8557,Moderate,High,1,Low,Present,Present,1
-17.545184,31.179774,11,3,Highway,Poor,Clear,Night,110,10144,Gentle,Medium,1,Low,Present,Absent,0
-17.391855,31.932137,11,2,Urban Road,Fair,Foggy,Day,110,24558,Straight,Low,4,High,Present,Present,0
-17.276919,31.610703,11,1,Highway,Good,Clear,Day,80,19871,Sharp,High,1,Low,Absent,Absent,0
-17.588469,32.42679,12,5,Urban Road,Poor,Clear,Night,80,16240,Gentle,High,2,Medium,Present,Present,1
-16.793774,30.629593,3,5,Urban Road,Good,Rainy,Night,60,25441,Moderate,High,1,Low,Absent,Present,1
-17.062919,32.436933,13,4,Rural Road,Good,Clear,Day,100,25260,Straight,High,0,Medium,Present,Present,1
-16.991928,32.457887,6,1,Rural Road,Good,Foggy,Day,50,8651,Straight,High,5,Medium,Present,Absent,0
-17.367679,31.153406,7,4,Urban Road,Fair,Clear,Night,80,22434,Straight,High,3,High,Present,Present,1
-16.689861,32.494521,7,5,Rural Road,Good,Clear,Night,120,2541,Straight,Medium,4,Low,Present,Absent,1
-17.93502,30.636076,9,1,Highway,Fair,Clear,Day,70,19320,Gentle,Low,1,Low,Present,Absent,0
-17.146406,31.70671,14,1,Urban Road,Good,Clear,Day,50,23758,Moderate,Medium,1,Low,Absent,Present,1
-16.517449,31.270531,13,1,Urban Road,Poor,Clear,Day,110,11192,Straight,Low,4,Low,Present,Present,1
-17.36471,32.364493,13,4,Rural Road,Fair,Clear,Night,50,12673,Straight,High,2,Low,Absent,Absent,1
-17.981676,30.516996,9,1,Urban Road,Good,Clear,Day,80,3956,Gentle,Medium,5,Low,Present,Present,0
-17.751148,32.31583,9,1,Urban Road,Good,Clear,Night,50,9754,Moderate,Low,5,Low,Present,Absent,0
-17.80301,31.527057,8,5,Highway,Fair,Clear,Day,120,29012,Gentle,High,2,High,Present,Present,1
-18.353242,30.686007,7,2,Highway,Poor,Clear,Night,80,18119,Straight,Low,3,Medium,Present,Present,0
-16.62688,30.918395,12,1,Highway,Good,Clear,Day,100,16529,Moderate,Low,0,Low,Absent,Present,0
-17.176904,31.1494,8,4,Highway,Fair,Clear,Day,110,11551,Straight,High,5,Low,Present,Present,1
-17.137207,30.679083,16,1,Urban Road,Good,Clear,Day,80,21538,Straight,Medium,0,Low,Present,Present,1
-16.828766,30.594667,7,2,Urban Road,Good,Rainy,Day,50,9107,Gentle,Low,0,Medium,Present,Absent,0
-18.458857,31.510003,12,3,Highway,Good,Rainy,Day,80,4187,Sharp,Low,4,Low,Present,Present,0
-17.161171,30.981655,9,4,Rural Road,Poor,Rainy,Day,110,20417,Sharp,High,4,Low,Present,Absent,1
-17.232029,31.440054,8,2,Urban Road,Good,Clear,Day,70,20834,Straight,Medium,3,Medium,Present,Present,0
-17.102611,31.597225,9,2,Urban Road,Good,Clear,Night,110,23813,Gentle,Low,2,High,Present,Absent,0
-18.066608,31.075669,11,3,Urban Road,Good,Clear,Day,90,2504,Straight,High,4,Low,Present,Absent,1
-17.902235,31.097623,7,5,Urban Road,Fair,Foggy,Night,90,8310,Straight,Low,4,High,Present,Absent,1
-18.193075,31.03465,9,4,Highway,Good,Clear,Day,50,14836,Straight,Medium,2,Low,Absent,Absent,1
-17.673548,32.150806,8,2,Rural Road,Fair,Clear,Day,50,24781,Gentle,Medium,5,Low,Present,Present,0
-17.875224,30.820843,8,3,Urban Road,Poor,Clear,Day,60,19427,Straight,Low,4,Medium,Present,Present,0
-18.035677,32.481768,8,3,Highway,Poor,Clear,Day,90,12457,Straight,Low,1,Low,Present,Present,0
-17.287009,30.869356,5,1,Urban Road,Fair,Rainy,Night,120,15727,Moderate,High,3,Low,Absent,Present,1
-17.743218,32.159268,9,4,Urban Road,Poor,Rainy,Day,50,21191,Straight,Medium,4,Low,Present,Present,1
-17.493569,31.179228,9,5,Urban Road,Good,Rainy,Day,80,6626,Straight,High,0,Medium,Absent,Present,1
-17.945059,30.500266,13,4,Urban Road,Good,Clear,Day,60,9639,Straight,Medium,4,Low,Present,Present,1
-18.169883,31.22441,6,2,Highway,Fair,Clear,Night,120,14141,Straight,Medium,2,High,Present,Present,0
-16.959717,31.324721,11,4,Urban Road,Good,Rainy,Day,70,6524,Straight,High,4,Low,Present,Present,1
-18.080386,32.080173,12,3,Highway,Fair,Clear,Day,110,24900,Gentle,Low,4,Medium,Present,Present,0
-17.130259,31.060947,11,5,Highway,Fair,Clear,Day,80,20695,Gentle,Medium,3,Low,Present,Absent,1
-18.448043,30.712965,9,4,Highway,Good,Clear,Night,120,27823,Straight,Low,4,Low,Present,Present,1
-18.481427,31.896687,10,3,Rural Road,Good,Rainy,Day,70,22581,Straight,Low,1,High,Absent,Present,0
-16.6564,31.497127,12,5,Urban Road,Fair,Rainy,Day,80,24540,Gentle,Medium,3,High,Present,Present,1
-18.319558,32.261345,14,5,Highway,Good,Clear,Day,70,16109,Straight,Low,0,Medium,Present,Present,1
-17.900043,30.988293,12,5,Urban Road,Poor,Rainy,Night,70,5176,Straight,Low,0,Low,Present,Absent,1
-16.866677,32.190049,4,5,Urban Road,Good,Clear,Night,100,21052,Gentle,Low,2,Low,Absent,Present,1
-17.365841,32.256131,5,2,Highway,Good,Rainy,Day,90,12869,Straight,High,4,Medium,Absent,Absent,1
-16.676796,31.780549,11,4,Urban Road,Fair,Clear,Day,110,5626,Straight,Medium,0,Medium,Present,Present,1
-16.707687,32.441375,12,4,Rural Road,Good,Rainy,Day,90,13840,Gentle,Medium,2,Low,Present,Present,1
-17.723276,30.847908,13,2,Highway,Good,Clear,Day,90,26867,Gentle,High,1,Low,Present,Present,1
-16.697643,32.249766,15,3,Urban Road,Good,Clear,Day,100,4515,Sharp,Low,3,Low,Present,Present,1
-17.687949,32.285303,10,1,Rural Road,Fair,Foggy,Day,80,8164,Straight,Low,0,High,Present,Absent,0
-16.90215,32.009958,13,4,Urban Road,Good,Clear,Night,80,22038,Straight,Low,3,Medium,Present,Present,1
-17.889887,32.295085,11,3,Urban Road,Poor,Clear,Day,50,3033,Gentle,Low,2,Low,Present,Absent,0
-17.863037,31.094306,11,4,Highway,Fair,Foggy,Night,50,27251,Sharp,Medium,4,Medium,Present,Present,1
-18.440193,30.833595,14,2,Urban Road,Fair,Clear,Night,80,22018,Gentle,Medium,5,Low,Present,Present,1
-17.507492,31.461197,9,1,Urban Road,Good,Foggy,Day,110,29222,Moderate,Medium,1,Medium,Present,Absent,0
-17.06194,30.689883,6,5,Rural Road,Good,Rainy,Night,50,29984,Straight,Low,5,Low,Present,Present,1
-17.342055,31.536432,11,3,Urban Road,Poor,Clear,Night,110,24651,Moderate,Medium,0,Low,Present,Absent,1
-17.860211,30.831291,8,1,Urban Road,Poor,Clear,Night,60,19183,Straight,Low,1,Low,Absent,Present,0
-17.123264,30.872562,8,1,Urban Road,Good,Clear,Day,100,29266,Sharp,Low,0,Low,Present,Absent,0
-17.855982,31.808157,6,5,Urban Road,Fair,Clear,Night,90,5940,Straight,Low,2,Low,Present,Present,1
-18.174811,31.676826,9,2,Highway,Fair,Foggy,Day,70,25499,Straight,Low,3,Low,Present,Present,0
-16.590976,31.811685,8,4,Highway,Fair,Clear,Day,120,17899,Straight,Low,2,Low,Present,Absent,1
-17.085524,31.369109,7,3,Urban Road,Good,Rainy,Night,60,8342,Moderate,Low,1,Low,Present,Absent,1
-16.627594,30.788229,9,3,Urban Road,Good,Foggy,Day,90,3299,Straight,Medium,0,Low,Present,Absent,0
-17.426089,32.301293,12,1,Highway,Poor,Clear,Day,80,15336,Straight,High,3,Medium,Present,Present,0
-17.443045,31.08209,10,3,Rural Road,Poor,Clear,Night,120,28922,Gentle,High,2,Medium,Present,Absent,1
-16.727854,32.035637,9,3,Urban Road,Fair,Clear,Day,90,13369,Straight,Medium,1,Low,Present,Absent,0
-18.366787,31.300409,6,3,Urban Road,Good,Clear,Day,110,11372,Moderate,Low,1,Low,Present,Absent,0
-17.440516,30.951583,11,2,Urban Road,Poor,Clear,Night,80,11766,Straight,Medium,3,Low,Present,Absent,0
-17.972907,30.624957,13,5,Rural Road,Poor,Rainy,Day,110,18479,Straight,Low,0,Low,Present,Present,1
-16.937611,31.577016,9,2,Highway,Good,Clear,Day,90,28265,Straight,Low,5,Low,Present,Present,0
-18.103748,32.313364,5,1,Highway,Poor,Rainy,Day,100,3034,Gentle,High,5,High,Present,Present,1
-17.458477,32.267334,13,1,Urban Road,Good,Rainy,Night,90,14218,Straight,Low,4,Low,Absent,Absent,1
-18.229732,32.448789,11,5,Highway,Fair,Clear,Day,70,11710,Straight,Medium,2,Low,Present,Present,1
-16.509115,32.278133,16,1,Highway,Poor,Foggy,Day,80,19531,Straight,Medium,0,Medium,Present,Present,1
-16.999011,30.665478,10,5,Urban Road,Poor,Clear,Day,120,8108,Moderate,Medium,2,Low,Present,Present,1
-17.861188,32.156758,9,5,Urban Road,Good,Clear,Day,80,11221,Straight,Low,3,Low,Present,Present,1
-16.702046,30.997195,13,2,Highway,Poor,Clear,Day,110,27920,Gentle,High,4,Low,Present,Present,1
-18.074613,30.623982,15,3,Highway,Fair,Clear,Night,90,8252,Straight,Medium,2,Low,Present,Absent,1
-16.661509,31.295786,8,4,Highway,Good,Foggy,Day,60,3377,Straight,Medium,4,Low,Present,Present,1
-16.795896,30.692085,6,1,Urban Road,Fair,Clear,Day,90,23207,Straight,Low,1,Low,Absent,Absent,0
-18.254901,31.574168,16,1,Highway,Fair,Clear,Day,90,2701,Moderate,Low,2,Low,Present,Present,1
-17.116365,31.775666,9,2,Urban Road,Good,Clear,Day,60,12586,Gentle,High,1,Low,Present,Absent,0
-17.831197,32.216969,16,1,Urban Road,Good,Clear,Day,120,6876,Straight,Medium,4,Low,Present,Present,1
-16.680545,30.574751,15,3,Urban Road,Good,Clear,Night,100,25570,Straight,Low,1,Low,Present,Present,1
-17.490137,32.010224,13,3,Urban Road,Good,Rainy,Day,60,22339,Straight,Medium,2,Low,Present,Present,1
-16.505028,32.328366,9,2,Rural Road,Poor,Clear,Day,100,2580,Straight,Low,5,Low,Present,Present,0
-18.340914,31.303591,7,3,Urban Road,Good,Clear,Day,80,7581,Moderate,Medium,2,Low,Present,Present,0
-17.292349,31.936063,18,2,Urban Road,Good,Clear,Day,90,16500,Straight,Medium,2,Medium,Present,Present,1
-17.741085,32.489481,12,5,Urban Road,Fair,Clear,Day,110,14527,Straight,Low,4,Low,Absent,Present,1
-16.92896,30.57612,13,2,Rural Road,Poor,Clear,Day,80,5380,Straight,Low,5,Medium,Present,Absent,1
-16.512053,31.989962,9,2,Urban Road,Good,Clear,Day,60,18148,Straight,Low,3,Medium,Absent,Present,0
-18.317152,32.252223,15,4,Rural Road,Good,Rainy,Night,120,27252,Moderate,Medium,1,Low,Absent,Present,1
-18.03318,30.812384,13,2,Urban Road,Fair,Foggy,Day,70,24667,Straight,Low,5,Medium,Present,Present,1
-17.00204,32.282226,11,4,Highway,Fair,Clear,Night,70,8176,Straight,Low,4,Medium,Present,Present,1
-17.393114,30.861643,14,4,Rural Road,Fair,Rainy,Night,70,11093,Moderate,High,2,Medium,Present,Present,1
-18.13311,30.53169,11,5,Urban Road,Fair,Clear,Day,110,17658,Straight,Low,5,Low,Present,Present,1
-17.576579,31.058957,12,1,Highway,Good,Foggy,Day,70,6960,Gentle,High,2,Medium,Present,Present,0
-17.910128,30.953644,15,4,Highway,Good,Clear,Night,80,14087,Straight,Low,1,Low,Present,Present,1
-17.864478,32.045517,11,4,Urban Road,Fair,Clear,Day,60,13180,Moderate,Medium,3,Low,Present,Present,1
-16.702656,31.384152,5,3,Urban Road,Fair,Clear,Day,120,26820,Gentle,Low,0,Medium,Present,Absent,0
-17.208717,32.161615,11,3,Urban Road,Poor,Clear,Night,120,15052,Straight,Low,2,Low,Present,Absent,0
-16.762129,31.6599,8,2,Urban Road,Good,Foggy,Night,60,7273,Straight,Low,4,Low,Present,Present,1
-18.040879,31.574664,9,5,Highway,Good,Clear,Day,50,8429,Straight,Low,4,Medium,Absent,Absent,1
-18.111434,32.142224,13,5,Urban Road,Poor,Clear,Day,110,24317,Gentle,High,3,Medium,Present,Absent,1
-16.918005,31.956075,7,3,Highway,Good,Rainy,Day,100,14694,Straight,Medium,1,Medium,Present,Absent,0
-16.642277,31.841171,6,4,Highway,Fair,Clear,Day,90,11518,Moderate,Medium,5,Medium,Present,Present,1
-17.1244,30.538893,12,5,Urban Road,Poor,Clear,Day,90,6053,Moderate,Low,3,Medium,Absent,Absent,1
-17.415083,32.037252,8,3,Urban Road,Fair,Clear,Day,80,26451,Straight,High,2,Medium,Present,Present,0
-16.501272,31.548711,12,5,Highway,Poor,Clear,Day,120,26373,Sharp,Medium,0,Low,Absent,Present,1
-17.568386,31.94612,5,2,Urban Road,Fair,Rainy,Night,120,6136,Gentle,Low,2,Medium,Present,Present,1
-16.722405,31.948526,7,2,Urban Road,Good,Clear,Night,110,8185,Straight,Low,5,Low,Present,Present,0
-18.299694,31.269925,9,3,Highway,Good,Clear,Day,110,7345,Straight,Medium,5,Low,Present,Present,0
-18.270651,31.954511,11,1,Highway,Poor,Clear,Day,60,13394,Straight,Low,2,Low,Present,Absent,0
-16.934664,30.694814,8,3,Urban Road,Poor,Rainy,Day,120,14037,Moderate,Low,0,Medium,Absent,Absent,1
-17.584819,30.723851,8,4,Urban Road,Good,Clear,Day,60,10594,Moderate,Medium,5,Low,Present,Present,1
-16.619355,31.865665,7,4,Rural Road,Fair,Clear,Day,70,15937,Gentle,High,4,Low,Present,Present,1
-18.290462,31.292941,11,1,Urban Road,Fair,Clear,Day,100,27726,Straight,Low,1,Low,Present,Present,0
-18.001026,32.45436,8,3,Urban Road,Good,Rainy,Night,120,8159,Straight,High,2,Medium,Present,Absent,1
-17.764602,32.123024,10,1,Urban Road,Fair,Rainy,Night,60,17166,Straight,Low,2,Low,Present,Present,1
-18.112686,31.815713,9,4,Rural Road,Fair,Clear,Day,110,5159,Straight,Low,4,Medium,Present,Absent,1
-17.053364,32.459006,19,2,Rural Road,Fair,Clear,Night,60,2832,Straight,Low,2,Medium,Absent,Absent,1
-16.894292,32.240078,9,2,Rural Road,Fair,Foggy,Night,120,14078,Straight,Low,1,Medium,Absent,Absent,1
-16.736096,31.983105,8,1,Urban Road,Good,Foggy,Day,100,9713,Straight,High,0,Medium,Present,Present,1
-18.144833,31.180424,10,3,Urban Road,Good,Clear,Day,60,16004,Gentle,Medium,2,Low,Present,Absent,0
-17.73365,30.588565,13,1,Highway,Good,Clear,Day,80,2793,Straight,High,0,Low,Present,Absent,1
-16.659863,30.968913,7,3,Rural Road,Good,Rainy,Day,70,17488,Moderate,High,0,Medium,Present,Present,0
-18.365385,31.687381,5,4,Urban Road,Good,Clear,Night,110,7537,Sharp,Medium,2,Low,Present,Present,1
-17.972575,31.195654,14,4,Urban Road,Good,Rainy,Day,90,13665,Straight,High,2,Low,Present,Present,1
-17.514108,31.882955,18,1,Highway,Good,Rainy,Night,50,2905,Straight,Medium,4,High,Absent,Present,1
-17.147602,31.234281,6,2,Highway,Fair,Clear,Day,70,7333,Sharp,Low,0,Medium,Present,Present,0
-17.735436,31.903626,5,4,Urban Road,Fair,Clear,Day,50,20670,Straight,High,4,Low,Present,Present,1
-16.598984,32.399154,14,5,Highway,Poor,Clear,Night,90,9827,Moderate,Medium,2,Low,Present,Absent,1
-17.30097,32.408511,10,4,Highway,Poor,Foggy,Day,110,14923,Straight,High,4,Low,Present,Absent,1
-17.379503,32.152605,9,4,Highway,Poor,Foggy,Night,70,23940,Straight,High,3,Low,Present,Present,1
-17.77041,30.558262,12,4,Urban Road,Good,Rainy,Day,110,2066,Straight,Low,2,Low,Present,Absent,1
-17.656253,31.124846,10,1,Highway,Fair,Clear,Night,70,18135,Sharp,Low,1,Medium,Present,Absent,0
-17.32182,31.104061,11,4,Rural Road,Good,Clear,Day,110,6183,Sharp,Low,1,Low,Absent,Present,1
-18.396741,30.953276,9,5,Urban Road,Good,Clear,Day,110,29616,Gentle,Low,5,High,Present,Absent,1
-17.875407,31.242567,12,4,Urban Road,Poor,Clear,Day,80,8204,Moderate,Low,0,Medium,Present,Absent,1
-18.266547,32.121801,10,4,Rural Road,Poor,Clear,Night,80,13025,Straight,Low,4,Low,Absent,Present,1
-16.932285,30.949343,7,3,Urban Road,Poor,Foggy,Day,120,28199,Gentle,Low,1,Medium,Present,Present,0
-17.309352,31.465985,5,3,Urban Road,Good,Clear,Day,80,10419,Straight,Low,0,Low,Present,Present,0
-18.47042,32.086874,5,4,Urban Road,Fair,Clear,Night,100,26631,Straight,Medium,4,High,Absent,Absent,1
-16.531316,30.957157,8,5,Rural Road,Fair,Clear,Day,90,9259,Moderate,Medium,5,Low,Absent,Present,1
-16.615918,32.000394,11,3,Urban Road,Fair,Clear,Day,70,26952,Straight,Medium,5,Low,Present,Present,0
-18.18853,31.034225,14,4,Highway,Good,Rainy,Day,120,29700,Moderate,Low,1,Low,Present,Present,1
-17.879979,32.295148,8,1,Highway,Good,Foggy,Day,60,18934,Straight,Medium,0,Low,Present,Present,0
-16.524912,30.775146,7,3,Rural Road,Fair,Clear,Day,60,10900,Straight,High,1,Medium,Present,Absent,0
-16.886131,32.285846,9,2,Highway,Good,Rainy,Day,60,21888,Straight,Low,3,High,Present,Present,0
-18.138112,30.873821,12,3,Urban Road,Fair,Clear,Day,120,12687,Straight,Low,0,High,Present,Absent,0
-18.417539,31.654179,13,3,Urban Road,Fair,Clear,Day,80,3730,Straight,Low,5,Low,Present,Present,1
-17.046568,32.29371,6,5,Urban Road,Good,Foggy,Night,50,19537,Straight,Low,5,Low,Present,Present,1
-18.256265,30.757561,7,2,Urban Road,Fair,Clear,Day,80,28535,Straight,Low,3,Medium,Present,Present,0
-17.442661,31.021105,9,2,Urban Road,Good,Rainy,Night,100,24343,Straight,Low,4,High,Present,Present,1
-18.245952,31.200851,13,5,Urban Road,Good,Clear,Day,80,29818,Gentle,High,1,Low,Present,Present,1
-16.874021,32.103921,12,3,Rural Road,Good,Rainy,Night,110,13853,Sharp,Low,0,High,Absent,Present,1
-18.302146,31.488463,13,3,Urban Road,Fair,Foggy,Day,60,29252,Moderate,Low,5,High,Present,Present,1
-17.339529,32.028425,10,3,Urban Road,Good,Clear,Night,50,25907,Straight,Low,1,Low,Present,Present,0
-16.768611,31.447375,8,3,Highway,Fair,Clear,Day,90,11331,Straight,Low,5,Low,Present,Present,0
-17.44446,30.897012,12,1,Urban Road,Fair,Rainy,Day,100,22258,Gentle,Low,1,Medium,Present,Present,0
-18.23139,31.546758,17,2,Rural Road,Good,Clear,Day,50,7978,Gentle,Medium,2,Medium,Present,Present,1
-17.595784,31.272594,16,3,Rural Road,Good,Clear,Day,120,9392,Straight,Medium,5,Low,Present,Present,1
-17.249096,31.483779,6,4,Highway,Poor,Clear,Day,110,2745,Moderate,High,0,Low,Absent,Present,1
-18.465374,30.667023,6,4,Urban Road,Fair,Rainy,Night,50,3668,Gentle,Medium,5,Medium,Present,Present,1
-17.948094,31.521059,15,4,Highway,Good,Rainy,Day,90,2384,Moderate,High,3,High,Present,Present,1
-18.416267,31.79278,12,1,Urban Road,Fair,Clear,Day,90,24266,Moderate,Low,4,High,Absent,Present,0
-16.506806,30.854924,9,2,Urban Road,Fair,Rainy,Night,90,18034,Straight,Medium,5,Low,Present,Present,1
-18.146216,32.257618,11,1,Urban Road,Poor,Rainy,Night,110,24509,Moderate,Medium,1,Low,Present,Present,1
-16.701967,30.961405,9,2,Urban Road,Good,Foggy,Night,100,5809,Moderate,Medium,5,Low,Present,Present,1
-17.003077,31.657029,5,5,Highway,Good,Clear,Night,100,16528,Straight,Low,5,Low,Absent,Present,1
-17.686279,31.065304,7,5,Rural Road,Fair,Clear,Night,70,10871,Moderate,Medium,3,Low,Present,Present,1
-17.391604,32.482418,14,1,Urban Road,Fair,Clear,Day,80,21908,Gentle,Medium,0,Low,Present,Present,1
-18.192379,30.763707,7,3,Rural Road,Good,Clear,Day,50,21121,Straight,Low,4,Low,Present,Present,0
-16.903165,30.766947,11,4,Urban Road,Fair,Rainy,Night,50,27293,Moderate,Medium,2,Medium,Present,Present,1
-17.435859,31.853504,8,3,Highway,Good,Rainy,Night,80,8567,Moderate,High,2,Low,Present,Present,1
-17.266523,31.038897,7,4,Highway,Poor,Rainy,Day,70,28391,Sharp,Medium,3,Low,Present,Absent,1
-17.872714,30.769004,11,5,Urban Road,Good,Rainy,Day,120,29398,Straight,Low,1,Low,Present,Present,1
-16.731313,30.981114,12,2,Urban Road,Fair,Rainy,Night,120,26985,Straight,High,5,Medium,Present,Present,1
-16.529732,31.686104,8,1,Highway,Good,Clear,Night,90,24537,Moderate,Low,1,Low,Absent,Present,0
-16.918855,31.285917,7,4,Highway,Good,Foggy,Night,90,18597,Moderate,Low,2,Medium,Present,Present,1
-16.887966,32.134653,7,5,Rural Road,Poor,Clear,Day,120,4930,Straight,Medium,0,High,Absent,Absent,1
-18.40485,30.631523,13,4,Urban Road,Fair,Foggy,Day,120,10230,Straight,Medium,2,High,Absent,Present,1
-18.375729,32.44129,9,2,Urban Road,Good,Rainy,Day,60,27742,Straight,Low,3,Low,Absent,Present,0
-17.967183,31.274281,10,2,Urban Road,Fair,Rainy,Day,60,14794,Sharp,Low,5,Low,Present,Present,0
-16.509678,30.504541,11,1,Rural Road,Poor,Clear,Day,60,22503,Straight,Low,2,High,Present,Absent,0
-16.594968,30.797804,11,2,Urban Road,Fair,Rainy,Night,100,7918,Moderate,Medium,0,Low,Present,Present,1
-17.490923,31.809498,14,4,Urban Road,Good,Rainy,Night,100,13810,Gentle,Low,2,Low,Present,Present,1
-18.435101,32.178607,16,3,Urban Road,Fair,Clear,Night,50,26965,Straight,Medium,3,Low,Present,Absent,1
-17.381412,32.357078,9,2,Urban Road,Fair,Clear,Day,60,13933,Straight,Low,2,Low,Present,Absent,0
-18.058713,32.199092,10,2,Urban Road,Fair,Rainy,Day,70,15472,Straight,Medium,4,Medium,Present,Present,0
-17.148597,31.11377,8,1,Highway,Fair,Clear,Night,120,16937,Straight,High,1,High,Present,Present,1
-17.542402,31.976796,8,1,Urban Road,Fair,Clear,Day,70,15939,Straight,High,1,Medium,Present,Absent,0
-17.596897,31.982617,12,4,Urban Road,Poor,Clear,Day,90,22816,Straight,Medium,3,Low,Present,Absent,1
-17.467455,30.913273,10,3,Urban Road,Good,Clear,Day,80,21741,Straight,Low,5,High,Present,Present,0
-18.244518,30.506845,6,2,Urban Road,Fair,Rainy,Day,50,9821,Gentle,Low,5,Low,Present,Present,0
-16.630481,30.848138,11,2,Urban Road,Fair,Rainy,Day,110,20357,Straight,High,1,Low,Absent,Present,1
-17.949704,32.348452,11,4,Rural Road,Poor,Foggy,Day,120,10497,Moderate,Low,2,Low,Present,Present,1
-17.163882,30.586809,12,5,Urban Road,Fair,Rainy,Night,90,26250,Straight,High,5,Low,Present,Present,1
-18.103716,31.032883,11,3,Urban Road,Poor,Rainy,Day,100,9308,Straight,Medium,2,High,Present,Present,0
-16.599127,32.042108,13,4,Urban Road,Poor,Clear,Day,120,5541,Straight,Low,0,Low,Present,Present,1
-17.190167,30.917,11,5,Rural Road,Fair,Clear,Day,90,8055,Moderate,Low,4,Low,Present,Present,1
-17.041754,32.321329,10,3,Urban Road,Good,Rainy,Day,120,14385,Moderate,Medium,3,Low,Present,Absent,0
-16.793068,31.584147,3,5,Urban Road,Good,Rainy,Day,70,8432,Gentle,Medium,3,Low,Present,Present,1
-18.448822,32.079057,13,3,Highway,Poor,Clear,Day,60,8666,Straight,Low,5,Medium,Present,Present,1
-17.120844,32.28652,4,1,Rural Road,Fair,Rainy,Day,80,18485,Straight,Medium,4,Low,Absent,Present,0
